4000 30000
944 2624 332289
455 3005 383621
256 1770 282374
1375 3608 733270
1612 1901 56013
903 3048 617881
2285 2901 930814
1660 1959 726455
896 3460 542898
805 2381 140718
1004 2210 926014
8 2852 218468
2129 2473 11075
847 3503 923034
1404 2470 872645
2306 2483 111692
716 942 226592
2602 3882 992902
2337 3849 952713
653 1236 219093
2306 2862 428448
320 2065 408807
537 3140 878935
1736 2215 874438
205 1250 724193
1895 3039 50850
1588 3754 915792
532 3635 926393
1787 1972 26241
2500 3559 415245
1946 2216 330106
2536 2746 652171
1675 3554 765059
242 2841 951146
1491 1631 943702
1824 3385 798740
675 1324 650493
467 2208 462480
3212 3994 444803
1805 2845 656713
790 1050 238928
3508 3536 117463
31 3441 543490
1091 2281 11731
589 3912 961573
292 2087 232957
2761 3032 486633
1878 3579 432840
358 2790 97185
946 1161 916029
1874 2347 141171
1154 1855 201058
1885 2618 504498
2460 3327 963130
268 2543 451393
116 559 693480
1425 3590 740240
58 1819 23819
1250 2176 986960
2787 3688 172258
1913 2817 478604
340 3067 268810
1398 2036 195047
495 2248 538725
1730 3389 250992
1124 3504 275550
1280 2604 927492
1338 2844 857310
2939 3015 43838
1726 2328 931877
894 2938 661790
1585 1894 988856
2705 3334 546891
1581 2104 395737
829 3310 63477
174 433 478980
3388 3724 424259
2232 3568 385948
1231 1598 313239
277 1421 786964
1298 3214 272209
1108 3088 393793
164 296 869126
2267 3539 719058
3276 3447 906719
2753 3620 367152
2085 3696 342891
2697 3263 541474
845 997 503072
2236 2617 763700
1552 3915 462914
1761 3354 628373
3650 3906 12536
1032 3188 843154
90 2816 142600
1920 2810 678220
5 2314 241915
1205 2701 277529
49 2680 642374
2104 2285 412990
1804 3836 521256
1070 1949 112610
1795 1854 208611
2331 3238 356150
1485 3327 950965
86 2488 572885
1153 2658 217241
573 2710 308293
1389 2102 748341
828 3844 850625
1999 2171 434813
3421 3427 256761
389 1215 742966
1000 3546 246203
1151 1382 1882
468 1819 400369
476 1353 357874
1048 2594 184583
2887 3502 421971
329 3229 122166
2206 2851 532516
1371 2278 115936
2484 3018 17151
18 1451 765048
1520 3654 202781
1888 1987 956600
2258 3692 737427
484 2637 270827
1067 1524 834328
1104 3390 103008
1556 3661 489859
1032 2072 32488
2361 3515 843505
1317 3864 647874
1264 1323 801745
45 3210 739732
997 1819 583775
2302 2425 518411
1604 3368 368286
2757 3932 881741
664 3292 909402
1151 3088 402433
1448 1991 650299
1311 1497 879616
1371 2574 852938
2970 3117 572147
3201 3967 953966
2743 3328 872619
346 1739 479987
629 2378 230743
119 272 763407
1423 1521 610494
306 3765 404293
1261 2606 161955
2222 2984 164880
2100 3512 615849
1652 3659 504167
979 1977 567261
2597 3069 559606
1798 2936 864586
1917 2031 68858
1790 3789 178632
95 636 226396
929 3052 572009
1625 3236 346992
116 1136 869443
318 1146 879094
485 3475 992424
2423 3747 727844
1358 3705 453642
292 3388 567910
1178 1502 463698
134 1813 576144
2882 3094 39195
2329 2891 248819
1883 2797 574306
3114 3678 587804
2772 3598 243278
3548 3696 929700
3401 3745 643409
44 1739 615148
1649 1897 124677
1699 2382 298842
1263 1844 541935
506 1391 48615
2563 2740 467411
869 2418 930524
1025 1541 458474
303 1441 102169
1185 2355 453921
1764 3275 378316
923 1265 460564
1942 2973 362945
784 816 344560
2207 3071 977417
769 3687 92156
1989 3098 74573
1975 3014 836466
449 3668 853906
2023 2970 887442
138 892 390716
1754 3560 447990
125 3696 522962
831 3070 708130
3902 3982 42688
1399 3588 291808
1556 3037 546148
481 1011 877161
1299 1459 77181
429 3205 559555
1672 2647 484044
1231 1715 465798
1707 2057 629493
1020 1129 306675
1110 1502 6576
190 2861 294163
768 3998 669552
1600 2146 30562
2899 3660 868373
841 2103 285153
748 1102 734824
792 3168 628406
1225 2590 426465
435 2596 975593
97 3111 653054
286 2039 919914
203 635 901033
1755 3132 154633
669 2791 33531
1042 3983 907985
730 2195 149086
1371 1874 180254
815 2130 965830
595 1602 512425
540 1064 44521
1594 3102 121158
1861 3656 517792
1762 3246 813275
1879 2431 368418
3410 3824 260400
2371 3396 81482
93 834 315707
1440 2222 912521
3168 3270 534122
3695 3707 3537
568 1653 294639
1726 3865 734294
3110 3870 508408
989 1146 614838
750 1564 471013
497 2316 329383
150 1683 957476
3122 3857 500049
731 2744 867217
2790 3205 67275
2743 3358 753279
1083 1382 845143
28 1305 276605
436 2802 685945
365 3626 623046
2640 3032 479543
23 3182 953577
1851 3390 192698
120 1901 711793
1470 3325 990583
1097 2067 589940
2377 3800 147374
179 3872 180678
477 615 19479
592 2774 32195
1821 3231 995579
1716 3606 474760
1808 3293 818149
60 3991 454621
1529 3785 401945
2368 2626 180011
660 1354 116162
34 1225 428340
1065 2054 141306
827 896 386250
1092 2647 601480
362 671 665437
3654 3783 535597
2284 3997 195656
133 905 29185
2850 2852 136162
3213 3511 753515
3544 3727 759091
420 960 913144
1726 1856 417971
2947 3976 896617
1809 3969 861331
103 3598 232984
2738 3195 753332
3204 3643 101464
741 2844 784315
903 2409 908177
2135 2770 104073
1861 2554 69032
632 3006 338887
959 977 462185
1946 3119 918153
3069 3277 730607
614 2615 201345
1818 1946 784987
2558 3763 916182
78 3812 258590
608 2581 961077
681 794 451982
151 1713 388965
601 1479 158276
2786 3424 361394
1292 3053 212814
3666 3899 215429
1596 1963 597598
1725 2935 388508
2155 3118 724319
2060 2762 391252
3442 3489 148397
1506 3472 392547
437 2458 58025
1596 3065 557800
460 2887 236852
1626 3137 360869
1085 1407 166832
19 3006 788908
3136 3514 495062
185 1548 709823
1036 3789 53616
186 507 595474
733 1296 157931
712 3110 719526
911 1171 714764
1763 3149 874253
555 2985 399337
1817 3912 591355
2725 3777 882843
2140 3962 532390
102 3963 17425
288 1932 306284
1372 1406 787931
482 3337 620642
1392 3216 682165
1980 3506 185313
233 2490 378219
658 3570 342131
3278 3383 981907
1522 2121 538220
1836 2511 402322
119 288 238961
1524 2924 924332
1213 3207 32813
428 3850 638556
2367 2759 462062
32 2992 896903
2603 2913 593561
734 2190 857295
310 2994 183168
1566 3172 281003
240 3812 237122
2735 3201 646997
1942 3534 668561
699 2143 504988
509 3608 420099
892 2022 255442
2925 3494 410354
486 580 508896
2133 3573 917557
1301 1490 685081
1730 2305 828892
930 3779 171626
815 3128 533919
1866 3690 20061
1030 1473 344921
1129 3494 210164
571 2418 477658
3256 3278 38589
174 1388 842161
2083 2689 492002
1345 3164 357731
56 1475 711013
35 602 959827
643 1954 169692
1673 2368 495516
3153 3641 399361
76 1806 778131
3353 3464 225386
2405 3878 631125
918 2312 662165
920 1476 115861
1883 2652 229335
1665 1917 682289
223 1844 143283
2590 3889 117307
2230 3405 24460
35 2767 636535
898 3850 880239
2254 2636 748116
2113 3171 190427
279 443 892254
492 3094 166137
1110 1828 700053
469 2953 60627
104 3193 235216
1412 2950 117798
1716 1872 402184
2759 2965 566034
1952 2998 680639
64 3466 588162
694 2245 780604
1186 2500 132049
637 3365 353510
185 1042 404814
288 1670 972007
1238 1699 66956
3036 3922 89023
1221 3032 816339
2029 3607 474290
598 1846 726705
91 1112 235751
1716 2590 600936
2117 3578 84300
971 3627 400836
442 2992 661123
230 449 15174
3617 3757 487447
780 1189 230831
1119 1147 92859
1745 3761 887057
2818 2856 771147
924 2569 670088
3040 3505 750017
157 3019 710987
993 3460 129979
260 2469 758560
16 1995 198176
795 1794 883717
625 2265 864863
1837 2377 854959
894 1194 442167
393 3763 407090
2481 3619 914481
128 498 801499
1120 3485 989310
1816 3940 933569
376 2286 217584
80 2905 446730
704 2974 437346
2540 3837 663722
3149 3433 885268
177 1316 821382
758 2657 73000
3506 3591 757127
1443 3343 274599
1158 2753 286538
675 1886 840824
790 2611 941255
115 1342 785958
3040 3951 16850
3115 3451 4634
383 1118 36811
1765 1875 783467
1818 2765 510973
245 3260 930315
2364 2844 687824
1734 3038 25709
1649 2910 174850
165 3342 18964
2124 2381 939267
1847 2974 307069
2229 3608 48187
771 3993 602413
239 3110 884230
3564 3706 727841
2231 2549 606205
634 2407 485594
117 3544 67242
3319 3708 346935
2183 2636 245668
1508 2255 943514
1324 1468 325743
1511 2238 730087
2828 3925 229548
507 2391 581253
349 973 59801
2906 3380 984435
500 3848 712330
95 3166 152037
2153 3030 638572
407 698 156079
565 1731 741898
2308 3593 400136
747 3869 946963
728 2296 409706
1076 3549 718678
333 3703 78057
490 832 29904
820 1278 265422
660 1209 803574
133 1357 616333
565 2273 494415
932 2463 2359
1679 2599 226228
1915 3974 82955
3621 3874 300382
2299 3928 484714
417 709 637897
1588 2613 343527
35 3149 432186
3281 3962 665894
647 3845 988167
2660 3062 241098
1421 1610 154776
1 3524 475101
2956 3496 783327
1795 3690 139254
404 2503 560023
1467 2654 757962
1854 2181 885110
1815 2367 612743
613 2813 96939
780 1874 79598
2231 3646 477208
1007 3647 753083
461 2602 800579
140 2292 854725
3047 3746 477227
121 2052 247045
584 2084 396898
3302 3546 763064
641 3915 961876
1046 1581 4101
1531 3276 375747
283 3091 819393
527 1095 934346
1106 1586 20989
1331 3831 80388
1410 1452 266791
807 3887 407375
1706 3432 450676
425 1122 578942
2357 2999 263988
239 3100 263263
3199 3330 247897
208 2944 209343
1291 1313 930928
1495 2632 68259
3256 3372 214062
414 2164 126300
1539 2119 690083
567 3241 34507
2591 3510 772863
2042 3850 501102
1241 3113 212783
184 3011 660990
354 1826 162654
810 3635 572500
181 246 884107
2308 2696 344520
586 608 866991
1153 2691 214583
1014 1551 349173
863 2414 307566
327 3868 432806
1003 3689 93342
43 1993 223519
29 999 844328
274 1851 68861
1958 2581 647556
2831 3540 504142
1822 2582 605646
132 405 531011
1930 2898 544225
1496 3117 908551
120 2655 388240
2464 3997 192634
3815 3868 252662
549 1665 669287
1410 3975 623867
1318 2805 791758
978 1812 346691
1382 3810 806823
2821 3663 494072
1158 3046 909540
3812 3950 749659
160 542 224475
28 1176 980289
576 2190 622305
2337 3477 518279
3654 3696 45435
1818 3806 554412
1627 2497 776145
448 1672 59807
3744 3845 229317
1637 3794 201128
335 3648 617640
123 1862 669667
403 764 750594
231 3070 412930
278 1701 336935
83 3489 26752
2253 2580 120731
603 2399 117178
699 2558 109374
2335 3875 973168
1356 1982 645854
2105 2996 320068
1015 3220 764822
2641 3609 133053
694 891 597682
182 2178 917765
1283 2434 472696
1184 2014 69298
3544 3742 234348
918 3616 844682
1323 2438 682664
293 318 489120
713 1684 760691
1292 1535 603332
2534 2940 568025
623 712 216558
2346 2740 586991
359 3788 4527
1438 3902 496268
1171 3787 324235
469 3609 689558
253 3485 726227
957 965 103911
1649 2851 89554
981 1791 612440
1358 2765 9503
1856 1916 823848
1259 1643 176206
1786 3432 216459
2406 3218 537629
39 2994 629237
904 3875 169841
832 3483 446805
2832 3394 257656
164 1301 251798
1521 1741 26914
3244 3788 500769
1046 3092 178763
3184 3650 130194
109 1941 105764
934 2090 433802
2189 3680 346028
1521 1672 815211
327 1065 602042
2335 2717 826205
457 2485 572077
52 1751 539864
2872 3143 349262
1635 3144 4797
181 3252 2737
1694 1945 700023
99 1373 786211
2480 2893 503882
1691 3219 473299
1905 3734 300367
741 2291 564824
2369 2491 308875
1362 2585 356370
3348 3847 883513
996 3529 623117
1825 3734 112810
109 1924 498182
403 2320 949074
2445 2555 428645
206 2178 710901
573 821 47642
1749 3541 982132
2125 2625 47846
2324 3347 907193
2860 3319 723073
1977 3404 84898
2787 3512 459173
1321 1832 191927
738 2748 98371
943 3393 296901
1867 2294 613721
2288 3616 137261
773 2592 923737
619 1938 806060
164 797 821731
3126 3238 457134
136 2264 444998
3309 3585 55181
2332 3236 307918
1607 2076 709212
721 2508 43078
581 3009 907045
133 1842 93636
751 1932 475573
344 1266 452722
503 2075 131847
990 3562 142110
298 560 498046
3741 3885 632377
11 1844 522804
703 1223 847525
653 1284 686885
3477 3699 23017
1408 1687 420119
1261 1752 785384
178 1983 841887
2182 3739 190876
644 650 291526
390 2691 819410
400 3420 905605
1974 2225 814308
2102 2979 675591
987 2677 659419
4 715 656827
123 1975 22930
309 1859 63107
2842 3746 267198
2975 3486 563847
2501 2528 524589
1947 2263 457340
523 3869 71314
2177 2624 442292
2120 3962 477320
1539 3965 270034
439 2718 812361
2000 2298 557021
1108 2395 635863
658 1369 707348
221 505 785875
1446 2484 20173
2704 2787 416696
1232 2101 855671
745 3351 507633
1241 2065 911949
311 451 488740
812 2310 507037
1834 3769 357783
426 2049 199152
1283 1749 871724
2728 3976 678559
149 1514 525262
1197 3966 742493
710 1221 5843
854 3126 7436
1155 3577 887746
740 1895 186055
1284 2925 481824
973 3068 558601
2572 2721 463883
2296 2696 238611
856 3197 856476
393 2470 872442
964 1613 761503
2818 3159 981
2595 3973 860909
2219 2341 153648
749 3503 468925
2922 2925 409897
1493 1526 232970
140 1410 207665
373 1347 903213
849 3817 219958
1132 1643 529922
290 3499 340740
480 2885 597064
1389 1577 271282
2677 3037 903136
1601 3962 334057
2212 3127 795901
536 3182 160393
1260 3199 106091
2108 2765 641907
103 2723 543038
645 3601 331680
80 1385 498916
1468 2801 932492
856 2436 851169
1170 1572 736769
3733 3982 664247
235 2914 64782
980 2464 726041
1228 3072 504501
1331 3950 788955
722 947 824555
402 2683 644986
1484 3318 594805
162 3919 344012
1842 3683 361533
805 1823 57265
1052 2410 180530
2187 3389 938994
580 2460 268573
1433 3791 872875
864 2388 281821
1265 3295 352503
633 934 198338
1095 3790 574256
1130 3803 932450
1336 1934 574272
2954 3337 844681
1875 3484 904070
2455 2830 374881
3404 3887 899023
631 2627 535886
2273 2804 617150
2906 3307 674435
1998 2695 607530
606 2849 333011
185 1056 71296
3138 3329 486632
362 2973 676507
784 1803 883313
1558 3666 611551
2188 2689 650177
991 2928 856450
78 649 391707
2514 2646 850753
2396 3252 577602
307 3759 933786
3055 3987 9275
701 2039 468247
1484 2898 282401
1501 2211 203958
542 1763 138497
292 3469 851487
1094 3898 244488
801 2763 483133
1510 3555 690736
1157 1268 283395
322 3295 351733
922 2361 740433
1258 1521 386269
3821 3923 147769
233 1583 956662
2226 2731 832482
2218 3320 392380
120 3058 343494
26 2192 777004
1280 1534 542271
1027 1180 226945
761 2101 801305
1546 3622 490914
3815 3896 179086
128 3937 444668
599 2858 486894
1428 1434 678565
485 1814 378684
1308 3028 987062
660 2664 48595
936 1686 529775
2798 3881 956227
344 1538 796200
158 804 332095
446 3891 800575
911 1045 823784
157 2830 253211
643 2722 366048
1759 2302 645427
821 966 782086
1768 2253 92124
2133 3543 410921
22 123 511616
323 825 747774
715 771 816219
1346 1978 673615
1130 2134 152444
856 2694 161438
1094 2614 44092
2873 3786 577409
1312 1553 820013
1436 1448 966145
709 1570 882518
326 2244 27342
452 3014 612409
711 1023 82386
2193 2991 956871
1238 3787 881726
1578 2331 784691
1555 1670 136476
2866 3431 502029
301 3444 443828
1362 1941 885397
459 2039 171992
153 2490 603006
914 3512 528068
2854 3300 738260
524 2641 519497
218 2250 754179
2239 3294 87734
122 2021 334951
1464 2503 555252
2331 3756 224965
80 566 823003
73 718 613492
1632 3431 445355
1283 3499 992209
1760 1806 439201
408 1609 431418
141 3701 562008
227 3822 892028
2677 3178 757843
1007 2782 641950
1087 3747 910515
1511 2750 107232
594 941 877215
439 2302 786498
2550 2863 824655
511 2064 357062
1003 1834 201114
1229 3842 493288
222 406 251964
2065 3540 437322
367 3286 418408
2388 2882 399918
2466 2981 501210
1634 3682 734001
496 2532 836550
2559 3187 877412
602 744 94414
937 2068 91642
1158 3356 720400
3574 3672 52291
995 3940 279576
2821 3755 774315
26 1287 633648
1236 1320 819281
3237 3851 839777
140 3389 650687
1552 3990 683431
2058 3967 16367
1765 3961 57877
713 1437 49450
1004 2783 149390
933 2537 784562
2562 3248 62200
896 3798 859519
178 3386 995721
307 3525 779110
1077 2994 83099
1395 2777 141508
1707 3497 931273
1374 2772 737061
3176 3775 479843
918 1059 94379
307 1481 13293
33 1554 705090
2083 3553 452827
2389 3626 60352
1735 2736 437780
863 2188 163174
359 3696 877232
2084 3321 784003
382 1260 452130
225 2177 161188
9 2957 201846
42 250 691400
1692 3946 965482
2519 3571 380223
2307 3223 586309
494 1003 267171
529 541 471882
1762 3862 258317
595 2117 159576
1172 2247 874105
128 3788 670113
729 1634 642506
1386 2772 134451
1642 3221 174374
865 3796 508680
2105 2219 769525
1628 2748 98417
861 1510 910278
2977 3828 974873
1576 3756 772044
1715 1861 912523
327 3700 409603
1086 2833 968374
658 1637 74367
11 453 755231
1043 2909 481450
536 2920 932549
1337 2046 469409
2225 3616 908737
1980 2841 702664
193 3237 12378
519 3760 72430
1363 3703 57867
1691 2089 450524
456 1701 663328
40 3095 766236
1842 2014 542771
2391 3351 981168
152 3318 823392
1241 2158 261724
258 1394 653916
988 1505 702786
1418 3219 50840
1659 3285 832531
2114 2161 738583
1489 2505 277678
346 3725 252043
2497 3088 727393
3591 3665 646710
1184 3410 501219
1134 1441 62964
2428 3402 244468
198 2540 488038
1380 3482 245696
1643 2263 108162
847 3483 830666
2877 3208 927364
2056 2920 330803
1720 2314 510394
1376 1481 407577
2596 2614 241369
1912 2367 24148
906 2733 828345
2286 2771 228179
548 820 674173
982 1746 829655
622 4000 977214
3364 3894 143269
2168 2559 825341
914 3934 846821
843 2881 985787
793 2212 896153
2360 3877 313411
2647 3058 255696
3466 3589 104595
799 1762 82341
799 3769 499314
514 984 91207
253 3033 101765
1594 3946 694051
768 1140 369283
2555 3351 190427
2063 3060 918303
471 1472 40950
519 1060 836767
1115 3173 897566
2941 3808 86716
3474 3924 331581
177 3034 446614
799 2122 974911
2889 3202 324051
486 1443 735401
855 2913 265815
1217 1325 227286
1844 2519 880697
3286 3310 383869
1204 3469 82810
272 2942 954733
1975 3854 659261
2468 3126 505383
1379 2327 372623
1782 3164 730418
1184 2077 991272
3351 3645 468596
2163 2990 450791
1800 3687 42452
3004 3557 325920
2719 3275 316862
1452 3128 139188
1066 1947 894665
2801 3678 277344
1459 3424 656507
1842 2994 738935
1114 2345 926579
1686 2063 293093
1206 1372 158893
1280 3659 454248
1579 3998 265874
1802 2793 925354
2334 2867 879300
999 1667 618977
1442 2343 984788
3203 3284 195781
749 2138 34125
1070 3163 759810
369 2163 253534
27 1408 382813
1605 3656 746811
750 1883 332964
3083 3237 767830
81 2889 105848
1867 2776 203289
1978 2655 306924
115 2788 891673
1184 1266 458835
1076 3699 975555
1106 2962 451581
1114 2128 245538
1291 3348 674287
2255 2584 393369
1472 2085 813801
285 3690 696576
2696 3574 214553
1484 2499 623020
2524 2749 848555
176 1711 184253
1267 3490 821711
1200 1617 215176
2738 2907 630523
1161 1377 993106
3098 3597 214929
900 3881 914971
1828 3454 561666
382 2304 383501
827 3754 898249
309 2890 414777
156 915 670266
1355 2626 563882
445 1802 358788
325 1821 904300
919 1783 451896
1064 2170 623776
35 3997 623229
730 1702 789885
483 1203 499063
1144 3805 725952
2058 2934 962459
683 1200 660166
1434 2836 64610
574 3512 882782
874 1294 508052
1122 2357 754221
898 2392 834218
445 479 995299
1999 2364 827782
1428 1803 729277
736 3732 851334
2192 2287 532016
2358 3720 502851
645 2968 394362
1518 2102 716007
2155 2639 682715
376 3888 209458
367 2946 857902
2246 3082 527901
861 2380 634055
593 3657 591143
2784 3343 69429
1493 3359 665501
812 2562 738145
1276 2913 708015
1067 1283 27005
350 1795 835245
740 1809 239611
3337 3711 579044
2068 3964 319905
2020 2076 220849
1418 1515 727984
1128 2944 501476
41 797 122287
1316 3295 473199
2950 3310 578618
2667 3300 676412
1108 1912 633503
1170 1875 445192
920 1134 455611
1177 3505 877687
1019 2026 595456
314 2010 140936
1463 3838 16976
757 2125 134292
418 3676 241593
2294 3084 988892
1348 2706 101999
562 3222 471521
493 1754 109006
1365 2021 648510
398 3404 713880
2759 3213 374545
501 2596 296007
1072 1477 249115
121 748 425532
1715 3041 368616
2099 2959 946315
1311 2660 881888
765 832 754381
1838 2129 432753
1885 2700 105151
932 1449 15909
1949 3829 182857
189 3425 211928
1304 3898 92675
1964 2837 920068
922 3805 854166
2120 2232 561177
8 3415 969941
1604 2741 52421
303 3495 686305
998 1586 499753
1259 1415 150053
116 1603 621478
45 3258 113727
720 2446 835690
788 2250 808963
721 3306 135547
483 1081 286961
173 2776 888565
19 3198 105219
1016 1855 167157
1961 2275 448923
14 2742 762877
1844 2786 358134
3571 3858 176580
997 3613 103181
303 577 84254
124 1137 485334
265 3085 609858
2 3462 857877
1574 1668 367244
1083 3980 153870
2006 3994 400612
883 2189 319397
1760 3017 35606
1372 3949 436603
1948 3131 409257
2423 3385 514745
1071 1860 723009
1861 2929 602822
1158 3786 840490
403 868 968469
2273 3225 136814
107 2885 967003
2635 3476 89114
2241 3424 338837
2554 2844 525137
453 2290 783559
3199 3360 917418
2208 2289 331631
1031 3446 647768
200 1873 32988
2473 2694 936212
1709 3509 636671
695 2864 976146
330 2936 647569
2131 3167 270475
656 2584 929116
216 1782 592476
341 1986 903116
1371 1969 718913
1738 3243 407113
1937 2726 637937
1797 3290 811997
1012 3961 248692
107 1341 499979
29 859 486109
1515 2856 649044
2082 3972 987177
67 448 223518
2036 3916 477240
125 2830 72483
2295 2850 526771
584 2139 976919
581 2452 389930
1625 2558 887622
1604 2938 292480
66 1793 645994
1462 1765 248075
640 2564 532494
510 2480 314529
1309 1750 274653
2585 3955 445854
538 1356 764344
1470 2627 866795
557 3095 245705
531 1050 548642
1012 1467 562435
3281 3358 732551
272 3786 135114
280 781 705945
2530 3161 131253
1467 2166 883559
372 3174 568096
716 1801 29566
2709 3864 33012
1569 3240 78413
603 2563 651880
1350 3960 435160
1901 3745 931783
376 1368 332563
3313 3536 147444
2053 2919 448910
2424 2478 280084
2927 3140 617884
493 3355 884944
1275 1857 936183
270 3837 96785
502 1187 529097
14 3439 964841
806 3797 485569
119 360 373104
157 3037 451157
1067 1866 681932
792 1151 313423
1636 3387 728777
332 3492 690051
114 867 745888
615 2005 491426
981 3102 142864
295 777 351670
1489 2216 340140
1645 3321 239528
2830 3063 933393
214 1114 22537
2538 3952 20172
635 3315 475664
1367 1854 500129
3607 3858 229095
3033 3311 614075
2249 3957 103204
1919 2173 512692
1845 2411 22688
1026 1939 565750
2139 3333 938315
676 1870 758267
2394 3991 943253
1709 2410 913106
1667 2539 280963
1051 3635 608625
2062 3299 344582
1218 1266 7106
1958 3628 452950
998 1919 165975
1603 3101 828113
1416 3824 269141
35 2217 701483
627 3289 815191
747 3517 905209
2063 3151 430259
1213 2688 49557
2830 3622 631126
788 2728 515106
2137 3678 941024
1237 2005 358626
2471 2653 306801
3039 3612 773017
1095 2679 781995
638 3426 317512
1488 1847 125014
175 458 818578
2015 3797 501408
1494 2876 202547
600 2906 944683
910 1624 326272
602 3732 769276
3403 3695 548314
772 789 122993
1778 2768 922770
280 3976 712257
433 1646 132783
225 2800 528931
293 1633 907807
180 892 238712
1215 2867 203973
3487 3820 631705
763 3574 307399
345 1430 932540
775 3464 838669
95 3545 930997
1741 3802 123429
585 1965 14580
1517 3949 202872
480 1676 236115
740 1694 55333
713 1533 535504
770 2647 467077
76 522 655774
1202 1414 367237
83 746 435332
899 3080 985072
1836 2862 351388
1442 3704 519336
667 1379 724167
1134 2118 877860
468 2830 855744
3952 3972 910743
473 3050 591170
1886 3176 536372
2320 2413 669117
1752 2097 218016
965 3169 315851
2758 2909 491554
2597 3424 169284
558 2764 71401
977 1377 434582
721 1348 406885
749 3464 779357
2635 3924 33594
2689 3007 8266
476 785 118017
306 2844 518981
3047 3214 742090
2163 2953 957514
237 926 950423
1902 3990 259799
2623 2925 937498
1810 2438 450599
1168 1424 454874
782 3114 833914
1258 3380 506699
453 1749 7356
1082 3500 170921
2452 3173 33083
1039 3041 318009
3030 3462 419910
1954 3613 710884
1463 3764 101674
414 1283 667097
748 3289 976231
128 1203 665488
254 2228 18292
3310 3610 317791
2482 2884 604595
3872 3967 531635
1976 3333 686664
2239 3297 536970
1111 1475 456733
1525 3149 774367
813 2599 7114
2367 2830 679593
670 2973 909821
2582 2962 249482
754 1465 924315
1701 1784 408186
111 1336 167870
2349 4000 979518
176 970 780628
2055 3324 538152
774 2274 223316
241 1103 670035
2124 3834 385007
1086 2007 891940
2191 3841 361757
156 3891 827540
694 1226 123650
564 1577 186351
82 2899 726526
1063 1305 362201
2079 3567 760475
2319 2884 413929
1271 2504 988053
863 2278 17490
703 2218 820032
327 1211 274
1904 3867 89851
2468 3870 291779
2221 2901 626677
315 1099 583982
3300 3882 938060
127 3117 728730
387 2409 119233
2814 3016 52095
304 1585 776798
688 1912 250360
1314 1778 848263
1999 3165 771082
219 2944 998335
1669 1974 310649
969 1956 762530
368 1447 93646
1098 3855 490384
683 2668 821399
779 3323 494984
10 1929 872895
289 1323 299024
839 904 897023
3783 3987 369593
2108 2322 443262
63 1323 996582
782 3854 790028
1852 2231 753883
237 2913 392550
43 1988 756225
972 2323 632234
2219 2963 569909
1244 3867 142747
205 2619 158881
212 2878 244988
200 3826 501402
405 408 382535
2257 2789 100765
1024 2845 808030
1184 1574 40072
2151 2156 122747
374 2386 273709
647 1969 373927
587 3746 194483
1151 2628 217360
1328 3968 785912
1723 2088 146316
258 876 424924
1376 1899 112120
1406 3824 29304
1830 1975 187811
577 712 460536
1358 2639 146505
918 1103 175443
82 3402 916945
402 1114 814273
2124 3026 380360
1695 2733 405235
460 2619 675485
2217 2740 67308
47 396 369634
207 975 698345
743 3613 139702
883 3600 869157
636 3044 529238
1749 3989 397639
1127 2614 492114
2821 2974 195199
561 1791 124010
398 530 570227
1277 3707 90273
1341 1483 839599
39 2578 59212
93 2177 188446
1220 1250 389081
1561 2489 911181
480 526 24307
947 3852 907479
498 764 469270
508 1162 338151
1220 3087 543428
1712 2912 789262
1312 2950 19839
524 3043 898016
292 1322 115587
2403 3132 589499
1936 3964 134025
1262 2596 645876
1759 2075 46639
2618 3697 11800
1849 2057 125019
1629 3768 755931
1079 2891 119232
1602 2731 838274
1099 3275 814918
686 2029 62049
2186 3965 526364
211 2560 183625
986 2439 261735
683 1078 884705
1231 2883 622761
511 2602 82528
2885 3401 103607
2118 2483 261560
392 3581 744835
619 3662 458863
1712 2804 314827
428 3366 369738
54 2156 14724
1789 3233 751758
815 2846 402640
1607 3417 27150
136 2301 930902
770 3743 133737
1303 1514 533669
1175 2490 246287
1354 3238 377442
533 3666 61159
2272 3719 943314
1348 1859 70547
705 1106 3713
98 2311 835129
2798 3600 869782
2502 2540 226903
195 591 228416
2261 2684 205591
389 548 736828
922 2343 348493
3502 3545 740563
892 2817 658422
1716 2349 19478
1429 2798 413788
911 2397 956586
898 3045 751477
1489 1948 543671
101 2365 110707
648 3956 395095
1136 3342 228016
1982 2844 11912
1660 2545 245155
967 3375 195855
445 803 266652
2065 2586 1048
1109 3524 846298
3057 3353 936138
1773 3377 804238
2080 2084 213237
1179 3215 540579
1196 1548 847422
1812 3741 593433
1059 2968 332807
1856 2823 101961
441 1476 736026
316 2876 621134
1174 3668 500542
1312 3044 86314
1127 1550 100393
2658 3140 795960
557 3719 5155
2368 3493 501247
926 1687 426306
510 2085 316161
46 2337 100953
424 1212 737268
1911 2386 492935
49 2453 427979
1120 1951 653105
1090 1513 596114
1160 1473 968670
1004 2981 815390
228 2281 865076
365 2534 829937
762 3047 460273
1186 4000 789837
1268 3096 632222
1900 2204 472622
2183 3371 82572
884 3640 708013
2708 3755 889524
777 1688 474527
167 2268 572807
1153 1244 33523
200 3533 442285
199 3807 567822
1644 1819 31269
22 2218 333168
2556 3192 592539
2117 2195 909774
1949 2130 80833
7 3078 110873
2886 3244 501140
46 839 194292
372 1569 22843
206 530 571394
28 2525 577212
742 3297 49585
818 3933 900140
1709 2049 298334
531 3835 356635
668 889 43712
3774 3893 691307
